Order_ID,Supplier_Name,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Cost_of_Goods_Sold,Avg_Inventory_Value,Items_Ordered,Items_Damaged
ORD-103753,ThetaTrade GmbH,22-10-2022,29-10-2022,05-11-2022,209873.92,110788.94,774,38
ORD-103754,DeltaCargo Pvt.,11-02-2022,03-03-2022,07-03-2022,64894.82,15566.02,843,41
ORD-103755,GammaGoods Inc.,18-12-2022,21-12-2022,23-12-2022,166427.67,76963.53,574,15
ORD-103756,IotaImports SA,29-11-2023,19-12-2023,02-01-2024,42183.76,6559.23,200,14
ORD-103757,KappaKargo BV,23-08-2023,04-09-2023,10-09-2023,199816.15,74659.16,727,32
ORD-103758,KappaKargo BV,30-03-2022,02-04-2022,09-04-2022,233639.2,60606.08,685,13
ORD-103759,EpsilonEx Corp.,07-09-2023,12-09-2023,10-09-2023,16583.47,7499.52,494,3
ORD-103760,AlphaSupply Co.,10-07-2022,14-07-2022,19-07-2022,24565.23,12961.68,656,6
ORD-103761,EpsilonEx Corp.,08-07-2023,16-07-2023,25-07-2023,197947.5,21331.53,251,18
ORD-103762,ThetaTrade GmbH,23-09-2023,01-10-2023,07-10-2023,220656.36,34678.56,821,16
ORD-103763,KappaKargo BV,29-11-2023,13-12-2023,21-12-2023,163813.35,92187.34,93,7
ORD-103764,AlphaSupply Co.,28-03-2023,05-04-2023,16-04-2023,117990.85,25914.98,847,8
ORD-103765,BetaLogistics Ltd.,24-03-2023,09-04-2023,07-04-2023,193421.41,90017.3,847,67
ORD-103766,GammaGoods Inc.,14-01-2024,22-01-2024,04-02-2024,78428.78,39706.4,703,47
ORD-103767,BetaLogistics Ltd.,31-03-2024,07-04-2024,18-04-2024,247979.79,116618.74,824,8
ORD-103768,BetaLogistics Ltd.,03-06-2024,10-06-2024,15-06-2024,212758.37,24691.39,918,6
ORD-103769,EpsilonEx Corp.,01-01-2023,09-01-2023,19-01-2023,222347.59,103994.6,204,13
ORD-103770,GammaGoods Inc.,10-04-2023,28-04-2023,27-04-2023,214446.27,124547.31,567,4
ORD-103771,ZetaFreight LLC,29-12-2022,05-01-2023,08-01-2023,233557.08,66422.84,663,14
ORD-103772,KappaKargo BV,01-08-2023,08-08-2023,07-08-2023,20801.2,9467.2,946,61
ORD-103773,ZetaFreight LLC,20-05-2022,09-06-2022,17-06-2022,227613.8,54225.54,751,55
ORD-103774,ZetaFreight LLC,16-04-2023,30-04-2023,12-05-2023,65907.68,39460.75,615,38
ORD-103775,KappaKargo BV,26-07-2022,01-08-2022,09-08-2022,92997.37,18987.27,580,41
ORD-103776,EtaDistrib.,06-08-2023,24-08-2023,03-09-2023,95789.73,24214.01,186,8
ORD-103777,KappaKargo BV,20-07-2024,26-07-2024,26-07-2024,61946.3,11395.19,351,22
ORD-103778,KappaKargo BV,15-12-2024,20-12-2024,02-01-2025,112414.33,64929.24,461,13
ORD-103779,AlphaSupply Co.,04-05-2023,15-05-2023,16-05-2023,128852.39,49700.07,887,56
ORD-103780,KappaKargo BV,03-03-2022,18-03-2022,24-03-2022,41422.72,9257.67,869,47
ORD-103781,BetaLogistics Ltd.,07-09-2022,13-09-2022,22-09-2022,93082.11,15568.25,660,30
ORD-103782,GammaGoods Inc.,25-04-2022,11-05-2022,23-05-2022,90295.88,48525.31,150,12
ORD-103783,ZetaFreight LLC,11-04-2024,16-04-2024,29-04-2024,170294.25,22364.71,734,28
ORD-103784,ThetaTrade GmbH,14-12-2024,31-12-2024,08-01-2025,147292.03,62102.96,486,24
ORD-103785,KappaKargo BV,30-08-2023,03-09-2023,10-09-2023,180446.75,73092.55,670,27
ORD-103786,EpsilonEx Corp.,13-07-2022,24-07-2022,29-07-2022,197066.16,95753.95,462,10
ORD-103787,GammaGoods Inc.,24-01-2022,07-02-2022,14-02-2022,168416.49,74258.72,735,19
ORD-103788,DeltaCargo Pvt.,04-12-2024,11-12-2024,20-12-2024,64104.86,33221.55,256,20
ORD-103789,DeltaCargo Pvt.,13-12-2022,27-12-2022,04-01-2023,128019.3,15236.31,187,6
ORD-103790,GammaGoods Inc.,03-05-2022,18-05-2022,26-05-2022,119310.85,37600.3,259,14
ORD-103791,GammaGoods Inc.,13-07-2022,27-07-2022,01-08-2022,23142.3,3251.1,927,42
ORD-103792,ThetaTrade GmbH,07-10-2022,17-10-2022,18-10-2022,224147.99,67829.12,121,9
ORD-103793,KappaKargo BV,20-12-2023,05-01-2024,03-01-2024,27401.66,10423.94,321,19
ORD-103794,ZetaFreight LLC,03-09-2024,19-09-2024,24-09-2024,244228.43,96931.19,375,2
ORD-103795,BetaLogistics Ltd.,29-10-2022,06-11-2022,10-11-2022,12777.73,7185.99,845,24
ORD-103796,EtaDistrib.,23-01-2024,08-02-2024,16-02-2024,183771.32,103070.18,391,22
ORD-103797,ZetaFreight LLC,13-03-2022,01-04-2022,14-04-2022,75455.75,19233.17,899,12
ORD-103798,EpsilonEx Corp.,12-01-2022,29-01-2022,07-02-2022,226655.63,101889.49,989,40
ORD-103799,AlphaSupply Co.,02-03-2022,18-03-2022,29-03-2022,206887.82,94414.02,669,17
ORD-103800,ThetaTrade GmbH,07-10-2024,23-10-2024,30-10-2024,11127.67,6438.2,376,2
ORD-103801,EtaDistrib.,29-09-2023,16-10-2023,29-10-2023,10377.91,1473.32,618,49
ORD-103802,GammaGoods Inc.,31-05-2024,08-06-2024,21-06-2024,152781.8,62422.94,686,51
ORD-103803,DeltaCargo Pvt.,24-01-2022,08-02-2022,08-02-2022,41649.94,12646.25,153,9
ORD-103804,ZetaFreight LLC,25-01-2022,31-01-2022,08-02-2022,8468.87,2317.63,842,14
ORD-103805,ZetaFreight LLC,18-07-2024,27-07-2024,02-08-2024,242101.7,98958.36,464,37
ORD-103806,EtaDistrib.,23-04-2022,12-05-2022,26-05-2022,160051.32,38375.26,854,43
ORD-103807,AlphaSupply Co.,20-06-2022,28-06-2022,05-07-2022,7654,902.66,631,49
ORD-103808,ZetaFreight LLC,23-07-2023,10-08-2023,08-08-2023,125177.35,61198.75,868,3
ORD-103809,AlphaSupply Co.,27-10-2023,06-11-2023,07-11-2023,43596.52,6251.69,127,2
ORD-103810,BetaLogistics Ltd.,08-09-2022,14-09-2022,14-09-2022,202269.62,53419.23,90,5
ORD-103811,AlphaSupply Co.,02-05-2023,06-05-2023,07-05-2023,12027.11,4780.33,156,11
ORD-103812,EtaDistrib.,09-01-2024,21-01-2024,20-01-2024,95874.42,39487.6,881,12
ORD-103813,IotaImports SA,30-04-2023,11-05-2023,22-05-2023,63316.94,27424.63,994,25
ORD-103814,KappaKargo BV,24-02-2023,08-03-2023,14-03-2023,245313.89,146514.15,999,47
ORD-103815,ThetaTrade GmbH,20-03-2022,23-03-2022,01-04-2022,24137.35,7257.95,365,29
ORD-103816,ThetaTrade GmbH,10-05-2023,17-05-2023,31-05-2023,181372.84,30606.16,301,19
ORD-103817,BetaLogistics Ltd.,29-05-2024,01-06-2024,10-06-2024,122116.84,20634.64,382,28
ORD-103818,AlphaSupply Co.,18-11-2023,26-11-2023,02-12-2023,205040.02,72814.7,827,45
ORD-103819,DeltaCargo Pvt.,04-09-2024,23-09-2024,25-09-2024,57489.92,16779.57,289,20
ORD-103820,DeltaCargo Pvt.,19-05-2022,24-05-2022,03-06-2022,214547.3,119413.13,570,23
ORD-103821,EpsilonEx Corp.,13-01-2022,28-01-2022,03-02-2022,237839.98,84544,664,7
ORD-103822,EtaDistrib.,24-08-2023,27-08-2023,06-09-2023,57211.34,18649.58,393,22
ORD-103823,AlphaSupply Co.,15-07-2022,28-07-2022,26-07-2022,64472.48,34246.39,499,24
ORD-103824,BetaLogistics Ltd.,13-10-2023,01-11-2023,01-11-2023,241098.56,120080.14,682,26
ORD-103825,IotaImports SA,16-09-2024,25-09-2024,25-09-2024,111361.21,50885.33,801,18
ORD-103826,ZetaFreight LLC,05-01-2023,11-01-2023,20-01-2023,209634.56,76239.32,230,14
ORD-103827,DeltaCargo Pvt.,25-08-2023,07-09-2023,13-09-2023,211395.23,45943.81,537,35
ORD-103828,IotaImports SA,17-01-2024,25-01-2024,28-01-2024,81158.88,31143.69,196,6
ORD-103829,EtaDistrib.,14-06-2022,03-07-2022,06-07-2022,48802.34,7705.04,64,5
ORD-103830,IotaImports SA,09-09-2024,27-09-2024,05-10-2024,94799.91,34924.88,663,20
ORD-103831,EtaDistrib.,11-08-2022,25-08-2022,08-09-2022,150016.19,78866.6,509,4
ORD-103832,ZetaFreight LLC,04-06-2024,18-06-2024,02-07-2024,126786.01,45326.82,296,4
ORD-103833,KappaKargo BV,24-12-2023,06-01-2024,12-01-2024,185515.24,24903.22,102,4
ORD-103834,KappaKargo BV,04-06-2022,20-06-2022,29-06-2022,139458.2,16129.59,949,6
ORD-103835,ThetaTrade GmbH,04-03-2024,15-03-2024,14-03-2024,202351.13,107295.56,836,48
ORD-103836,EtaDistrib.,04-08-2022,24-08-2022,07-09-2022,30464.78,6462.85,939,60
ORD-103837,AlphaSupply Co.,19-10-2023,28-10-2023,26-10-2023,112578.15,40848.93,158,7
ORD-103838,IotaImports SA,16-11-2024,19-11-2024,22-11-2024,8935.38,4363.99,63,5
ORD-103839,BetaLogistics Ltd.,09-11-2024,24-11-2024,04-12-2024,34597.74,7840.04,256,20
ORD-103840,AlphaSupply Co.,12-08-2024,26-08-2024,09-09-2024,86219.29,40412.97,145,5
ORD-103841,EpsilonEx Corp.,25-06-2023,15-07-2023,15-07-2023,225870.69,31090.26,487,3
ORD-103842,AlphaSupply Co.,05-09-2023,15-09-2023,24-09-2023,98138.04,46547.52,663,12
ORD-103843,AlphaSupply Co.,25-11-2022,05-12-2022,06-12-2022,71999.36,9503.55,235,12
ORD-103844,EpsilonEx Corp.,05-10-2024,18-10-2024,16-10-2024,169343.2,40400.17,427,14
ORD-103845,DeltaCargo Pvt.,07-06-2023,17-06-2023,22-06-2023,177350.4,40498.34,562,31
ORD-103846,BetaLogistics Ltd.,24-04-2024,11-05-2024,18-05-2024,122925.51,67081.37,351,19
ORD-103847,KappaKargo BV,29-01-2023,08-02-2023,10-02-2023,75687.09,27795.33,488,24
ORD-103848,GammaGoods Inc.,21-03-2024,07-04-2024,21-04-2024,78943.56,41172.05,611,8
ORD-103849,GammaGoods Inc.,03-09-2022,13-09-2022,21-09-2022,50458.79,19736.44,955,22
ORD-103850,IotaImports SA,14-03-2024,21-03-2024,26-03-2024,93834.39,47241.16,345,10
ORD-103851,ThetaTrade GmbH,20-02-2022,12-03-2022,18-03-2022,46222.11,17364.3,134,9
ORD-103852,DeltaCargo Pvt.,25-04-2022,07-05-2022,12-05-2022,162516.08,52810.7,875,48
ORD-103853,GammaGoods Inc.,21-01-2023,05-02-2023,04-02-2023,224198.99,96178.8,598,31
ORD-103854,KappaKargo BV,12-06-2023,25-06-2023,03-07-2023,67292,16367.06,498,27
ORD-103855,AlphaSupply Co.,18-02-2024,27-02-2024,09-03-2024,64342.71,35991.29,735,30
ORD-103856,EtaDistrib.,29-01-2023,18-02-2023,23-02-2023,225047.41,124691.65,983,3
ORD-103857,AlphaSupply Co.,21-01-2022,30-01-2022,04-02-2022,144168.12,19659.69,171,3
ORD-103858,AlphaSupply Co.,23-12-2022,12-01-2023,25-01-2023,183794.93,102629.98,868,10
ORD-103859,BetaLogistics Ltd.,26-04-2023,06-05-2023,14-05-2023,222837.93,42547,655,3
ORD-103860,ZetaFreight LLC,19-08-2023,22-08-2023,25-08-2023,167918.34,73990.95,606,15
ORD-103861,GammaGoods Inc.,07-12-2023,10-12-2023,08-12-2023,186902.42,95610.34,871,55
ORD-103862,EtaDistrib.,29-09-2022,19-10-2022,30-10-2022,99802.01,22018.25,339,3
ORD-103863,KappaKargo BV,31-10-2023,12-11-2023,20-11-2023,234851.22,36713.74,798,7
ORD-103864,AlphaSupply Co.,23-11-2023,02-12-2023,10-12-2023,177455.49,84839.58,592,6
ORD-103865,EtaDistrib.,30-04-2024,17-05-2024,19-05-2024,22565.18,7248.26,939,20
ORD-103866,KappaKargo BV,26-07-2023,09-08-2023,10-08-2023,150828.06,51785.57,494,8
ORD-103867,BetaLogistics Ltd.,06-06-2024,20-06-2024,26-06-2024,28190.9,13557.87,735,1
ORD-103868,EpsilonEx Corp.,31-08-2022,15-09-2022,25-09-2022,132919.17,30159.09,522,12
ORD-103869,AlphaSupply Co.,19-02-2024,25-02-2024,28-02-2024,26679.42,3963.92,424,34
ORD-103870,BetaLogistics Ltd.,20-02-2022,24-02-2022,02-03-2022,158674.07,91851.64,407,11
ORD-103871,KappaKargo BV,23-04-2022,09-05-2022,23-05-2022,116809.63,52544.43,925,16
ORD-103872,GammaGoods Inc.,04-08-2024,07-08-2024,08-08-2024,140504.39,59864.32,846,34
ORD-103873,BetaLogistics Ltd.,05-06-2023,20-06-2023,21-06-2023,163992.89,43699.37,264,5
ORD-103874,IotaImports SA,11-11-2023,16-11-2023,18-11-2023,66335.28,39658.75,873,39
ORD-103875,GammaGoods Inc.,23-10-2023,30-10-2023,12-11-2023,83282.67,17595.3,605,19
ORD-103876,GammaGoods Inc.,31-01-2024,15-02-2024,21-02-2024,123106.67,23273.24,149,11
ORD-103877,IotaImports SA,26-09-2022,10-10-2022,23-10-2022,143746.31,37250.7,778,58
ORD-103878,ThetaTrade GmbH,15-07-2022,01-08-2022,15-08-2022,231293.32,108586.96,204,12
ORD-103879,ZetaFreight LLC,16-02-2022,01-03-2022,06-03-2022,91216.25,19931.22,879,15
ORD-103880,IotaImports SA,04-08-2024,07-08-2024,05-08-2024,149973.92,38450.42,482,18
ORD-103881,GammaGoods Inc.,02-09-2022,20-09-2022,23-09-2022,231023.57,84280.55,921,23
ORD-103882,ThetaTrade GmbH,22-09-2023,28-09-2023,05-10-2023,180867.54,76863.86,509,33
ORD-103883,EtaDistrib.,14-05-2023,19-05-2023,23-05-2023,85443.75,14919.17,130,0
ORD-103884,ZetaFreight LLC,27-06-2022,15-07-2022,13-07-2022,106603.01,45553.56,779,41
ORD-103885,DeltaCargo Pvt.,30-03-2023,05-04-2023,19-04-2023,220302.11,64003.84,740,19
ORD-103886,BetaLogistics Ltd.,02-04-2022,14-04-2022,17-04-2022,112233.21,30648.38,337,13
ORD-103887,ZetaFreight LLC,13-07-2022,24-07-2022,01-08-2022,66750.72,9312.33,244,6
ORD-103888,IotaImports SA,02-06-2022,18-06-2022,02-07-2022,133152.3,78157.82,871,25
ORD-103889,AlphaSupply Co.,21-06-2024,24-06-2024,01-07-2024,50569.56,22582.36,790,43
ORD-103890,BetaLogistics Ltd.,14-09-2023,18-09-2023,27-09-2023,147601.08,22131.4,333,16
ORD-103891,IotaImports SA,10-10-2024,20-10-2024,18-10-2024,247917.91,70190.12,716,14
ORD-103892,IotaImports SA,23-04-2023,04-05-2023,13-05-2023,242473.56,33954.53,278,1
ORD-103893,ZetaFreight LLC,09-08-2022,26-08-2022,07-09-2022,155380.87,57609.95,222,15
ORD-103894,EpsilonEx Corp.,29-10-2023,11-11-2023,24-11-2023,222138.47,99978.57,681,27
ORD-103895,AlphaSupply Co.,14-10-2024,19-10-2024,18-10-2024,204712.44,26259.71,842,42
ORD-103896,KappaKargo BV,07-08-2023,27-08-2023,28-08-2023,237913.9,133489.72,923,36
ORD-103897,ZetaFreight LLC,20-01-2022,31-01-2022,29-01-2022,218908.56,62841.55,489,24
ORD-103898,AlphaSupply Co.,29-11-2022,19-12-2022,01-01-2023,225458.93,49014.01,186,9
ORD-103899,DeltaCargo Pvt.,09-10-2024,29-10-2024,31-10-2024,61239.13,10100.05,567,1
ORD-103900,IotaImports SA,22-07-2023,25-07-2023,01-08-2023,43714.59,7554.47,697,30
ORD-103901,KappaKargo BV,08-11-2024,20-11-2024,26-11-2024,15773.1,8279.27,973,39
ORD-103902,EtaDistrib.,12-07-2023,22-07-2023,31-07-2023,166529.95,56624.33,156,1
ORD-103903,BetaLogistics Ltd.,14-01-2022,25-01-2022,07-02-2022,233708.92,116673.2,674,40
ORD-103904,BetaLogistics Ltd.,13-08-2024,21-08-2024,24-08-2024,248493.25,53063.01,537,10
ORD-103905,DeltaCargo Pvt.,15-04-2024,28-04-2024,09-05-2024,213823.93,55375.34,609,3
ORD-103906,ThetaTrade GmbH,23-02-2024,05-03-2024,07-03-2024,208597.57,63894.98,138,9
ORD-103907,ThetaTrade GmbH,28-11-2024,04-12-2024,05-12-2024,132126.28,43239.52,65,4
ORD-103908,ThetaTrade GmbH,03-08-2022,11-08-2022,10-08-2022,115729.74,17225.17,626,12
ORD-103909,GammaGoods Inc.,18-09-2024,23-09-2024,27-09-2024,161877.54,19830.21,239,13
ORD-103910,DeltaCargo Pvt.,12-09-2022,30-09-2022,07-10-2022,10563.33,6316.32,633,0
ORD-103911,DeltaCargo Pvt.,28-11-2024,13-12-2024,24-12-2024,199609.28,86485.01,75,4
ORD-103912,ThetaTrade GmbH,29-07-2022,07-08-2022,19-08-2022,166083.5,21156.51,812,30
ORD-103913,ThetaTrade GmbH,26-08-2023,05-09-2023,11-09-2023,46662.01,22690.92,366,23
ORD-103914,AlphaSupply Co.,14-05-2024,18-05-2024,22-05-2024,160745.73,45098.34,479,15
ORD-103915,ThetaTrade GmbH,27-03-2022,04-04-2022,04-04-2022,151870.02,75666.23,377,11
ORD-103916,DeltaCargo Pvt.,15-03-2022,03-04-2022,16-04-2022,198059.99,113864.89,447,30
ORD-103917,DeltaCargo Pvt.,19-07-2024,22-07-2024,26-07-2024,210181.99,23810.8,554,2
ORD-103918,ZetaFreight LLC,08-03-2022,13-03-2022,23-03-2022,67087.77,39054.9,663,10
ORD-103919,EpsilonEx Corp.,04-11-2023,22-11-2023,30-11-2023,204547.01,37407.64,705,23
ORD-103920,KappaKargo BV,24-10-2024,05-11-2024,18-11-2024,49613.48,12334.72,991,47
ORD-103921,ZetaFreight LLC,05-11-2023,08-11-2023,22-11-2023,101582.13,42001.43,220,0
ORD-103922,IotaImports SA,11-06-2023,22-06-2023,02-07-2023,125698.44,57565.39,878,40
ORD-103923,IotaImports SA,02-04-2023,18-04-2023,27-04-2023,202208.16,37431.9,622,19
ORD-103924,KappaKargo BV,30-11-2023,09-12-2023,09-12-2023,225764.8,38021.74,344,17
ORD-103925,EtaDistrib.,19-09-2023,28-09-2023,26-09-2023,9218.08,2242.51,922,67
ORD-103926,KappaKargo BV,04-07-2023,18-07-2023,25-07-2023,185624.9,48782.16,722,25
ORD-103927,ZetaFreight LLC,18-06-2022,01-07-2022,10-07-2022,219992.68,57002.54,225,10
ORD-103928,DeltaCargo Pvt.,27-12-2023,15-01-2024,25-01-2024,238804.8,44335.52,216,8
ORD-103929,IotaImports SA,21-03-2024,28-03-2024,30-03-2024,70632.85,41348.74,676,6
ORD-103930,IotaImports SA,16-02-2024,23-02-2024,29-02-2024,47375.29,23641.98,743,47
ORD-103931,DeltaCargo Pvt.,24-03-2022,29-03-2022,10-04-2022,127241.49,75073.79,93,7
ORD-103932,KappaKargo BV,09-02-2024,23-02-2024,22-02-2024,225745.81,34274.73,647,42
ORD-103933,EpsilonEx Corp.,10-03-2024,22-03-2024,26-03-2024,82325.32,11343.52,555,42
ORD-103934,GammaGoods Inc.,20-07-2022,29-07-2022,12-08-2022,128739.87,47374.63,971,36
ORD-103935,EtaDistrib.,18-07-2024,02-08-2024,03-08-2024,248910.97,101364.99,755,39
ORD-103936,GammaGoods Inc.,28-07-2023,06-08-2023,09-08-2023,116727.91,48743.07,914,12
ORD-103937,EpsilonEx Corp.,02-06-2023,08-06-2023,13-06-2023,158921.4,23302.41,82,6
ORD-103938,ZetaFreight LLC,02-03-2024,14-03-2024,23-03-2024,248920.95,129911.33,776,36
ORD-103939,EpsilonEx Corp.,13-07-2023,23-07-2023,25-07-2023,94978.35,32753.93,367,8
ORD-103940,BetaLogistics Ltd.,20-08-2023,30-08-2023,10-09-2023,71867.85,20415.46,576,37
ORD-103941,BetaLogistics Ltd.,08-12-2022,19-12-2022,21-12-2022,74271.19,26159.73,884,41
ORD-103942,AlphaSupply Co.,13-10-2024,01-11-2024,05-11-2024,156168.25,18776.12,877,67
ORD-103943,EtaDistrib.,27-11-2024,03-12-2024,10-12-2024,44862.43,9310.67,264,16
ORD-103944,KappaKargo BV,23-05-2022,30-05-2022,28-05-2022,45307.42,27150.25,278,20
ORD-103945,EtaDistrib.,13-03-2024,26-03-2024,06-04-2024,68732.67,25862.7,737,32
ORD-103946,ZetaFreight LLC,26-01-2022,29-01-2022,07-02-2022,137529.17,19153.75,885,37
ORD-103947,IotaImports SA,09-02-2023,14-02-2023,26-02-2023,211823.07,52196.95,632,38
ORD-103948,AlphaSupply Co.,28-11-2024,11-12-2024,13-12-2024,134671.33,25909.06,101,1
ORD-103949,AlphaSupply Co.,11-07-2022,23-07-2022,27-07-2022,196747.16,110640.82,205,1
ORD-103950,KappaKargo BV,17-02-2023,03-03-2023,16-03-2023,239601.49,120544.75,762,60
ORD-103951,IotaImports SA,29-08-2022,03-09-2022,02-09-2022,186300.37,69574.21,755,55
ORD-103952,ZetaFreight LLC,08-03-2024,26-03-2024,01-04-2024,162483.19,93572.58,902,69
ORD-103953,AlphaSupply Co.,23-05-2023,03-06-2023,09-06-2023,7007.63,2007.23,556,3
ORD-103954,BetaLogistics Ltd.,12-10-2023,17-10-2023,22-10-2023,114860.78,61161.51,456,10
ORD-103955,ThetaTrade GmbH,29-10-2024,06-11-2024,11-11-2024,70672.12,23588.3,156,11
ORD-103956,GammaGoods Inc.,25-07-2023,01-08-2023,11-08-2023,130543.59,68446.09,793,6
ORD-103957,ZetaFreight LLC,14-03-2024,25-03-2024,26-03-2024,238015.69,130990.54,952,34
ORD-103958,ThetaTrade GmbH,18-04-2022,29-04-2022,12-05-2022,83509.62,27681.96,93,3
ORD-103959,EpsilonEx Corp.,24-08-2022,03-09-2022,16-09-2022,44391.61,8390.05,517,36
ORD-103960,EpsilonEx Corp.,02-11-2024,13-11-2024,14-11-2024,207344.57,40678.29,387,16
ORD-103961,KappaKargo BV,30-07-2024,18-08-2024,01-09-2024,247692.83,60543.93,758,18
ORD-103962,KappaKargo BV,21-12-2023,10-01-2024,12-01-2024,196117.4,41473.07,776,33
ORD-103963,EpsilonEx Corp.,19-02-2023,02-03-2023,28-02-2023,38906.04,11443.31,257,2
ORD-103964,GammaGoods Inc.,07-08-2022,27-08-2022,31-08-2022,139920.24,49439.5,955,56
ORD-103965,AlphaSupply Co.,21-07-2024,07-08-2024,18-08-2024,104271.61,14968.9,180,9
ORD-103966,BetaLogistics Ltd.,09-05-2024,26-05-2024,07-06-2024,160191.02,88877.44,792,38
ORD-103967,ZetaFreight LLC,22-09-2022,29-09-2022,07-10-2022,168809.95,17086.25,754,26
ORD-103968,KappaKargo BV,08-10-2023,18-10-2023,29-10-2023,202737.1,34292,204,5
ORD-103969,ZetaFreight LLC,09-11-2023,18-11-2023,20-11-2023,63821.2,6650.5,690,4
ORD-103970,KappaKargo BV,07-06-2023,11-06-2023,23-06-2023,241346.24,143182.07,307,23
ORD-103971,ThetaTrade GmbH,11-10-2024,15-10-2024,23-10-2024,57598.83,17586.37,310,10
ORD-103972,AlphaSupply Co.,16-05-2022,30-05-2022,30-05-2022,35404.01,7010.45,132,5
ORD-103973,DeltaCargo Pvt.,10-10-2022,20-10-2022,20-10-2022,208073.45,33153.54,759,23
ORD-103974,ZetaFreight LLC,15-04-2022,02-05-2022,04-05-2022,118496.05,33795.78,817,65
ORD-103975,AlphaSupply Co.,29-01-2024,13-02-2024,12-02-2024,125106.42,73556.26,530,34
ORD-103976,AlphaSupply Co.,07-12-2023,11-12-2023,13-12-2023,83090.19,31105.86,787,6
ORD-103977,DeltaCargo Pvt.,17-12-2024,04-01-2025,18-01-2025,16371.24,4536.61,381,19
ORD-103978,IotaImports SA,17-08-2023,28-08-2023,30-08-2023,52432.27,14800.08,587,23
ORD-103979,EtaDistrib.,14-06-2022,27-06-2022,05-07-2022,191600.41,30400.91,798,51
ORD-103980,ZetaFreight LLC,09-05-2023,29-05-2023,12-06-2023,59979.55,21502.89,459,37
ORD-103981,ZetaFreight LLC,07-04-2022,21-04-2022,23-04-2022,248203.15,77463.24,636,38
ORD-103982,ZetaFreight LLC,05-01-2024,08-01-2024,17-01-2024,197625.56,91782.37,187,13
ORD-103983,IotaImports SA,09-01-2024,15-01-2024,20-01-2024,212904.59,41723.73,532,21
ORD-103984,DeltaCargo Pvt.,28-07-2024,07-08-2024,09-08-2024,218953.77,36930.67,859,26
ORD-103985,GammaGoods Inc.,08-01-2023,11-01-2023,25-01-2023,181131.6,70773.61,785,40
ORD-103986,GammaGoods Inc.,06-12-2022,12-12-2022,21-12-2022,119214.79,56150.61,335,20
ORD-103987,ZetaFreight LLC,20-03-2022,06-04-2022,11-04-2022,229668.02,80096.75,568,10
ORD-103988,GammaGoods Inc.,31-03-2023,05-04-2023,16-04-2023,109499.06,54203.85,639,26
ORD-103989,KappaKargo BV,05-06-2023,11-06-2023,24-06-2023,28475.67,14822.82,942,9
ORD-103990,EtaDistrib.,06-04-2024,18-04-2024,29-04-2024,151128.51,84377.29,838,15
ORD-103991,DeltaCargo Pvt.,05-04-2024,09-04-2024,21-04-2024,30863.37,8922.28,827,58
ORD-103992,GammaGoods Inc.,03-06-2022,10-06-2022,13-06-2022,165570.16,91423.31,765,9
ORD-103993,EpsilonEx Corp.,09-11-2022,28-11-2022,01-12-2022,249394.06,113356.32,390,25
ORD-103994,IotaImports SA,15-07-2023,29-07-2023,30-07-2023,170425.96,70293.25,408,12
ORD-103995,KappaKargo BV,02-01-2023,22-01-2023,31-01-2023,56585.26,21326.26,492,26
ORD-103996,ZetaFreight LLC,28-01-2022,06-02-2022,17-02-2022,38775.58,4259.88,455,33
ORD-103997,BetaLogistics Ltd.,15-07-2024,29-07-2024,07-08-2024,92314.62,35094.81,960,60
ORD-103998,AlphaSupply Co.,11-03-2024,18-03-2024,26-03-2024,40712.47,19928.58,882,58
ORD-103999,ZetaFreight LLC,24-07-2023,02-08-2023,13-08-2023,144574.86,85904.04,901,19
ORD-104000,EtaDistrib.,14-12-2022,20-12-2022,21-12-2022,196859.12,62317.2,627,18
ORD-104001,DeltaCargo Pvt.,11-07-2024,28-07-2024,01-08-2024,166243.89,98928.23,231,14
ORD-104002,IotaImports SA,08-02-2022,14-02-2022,24-02-2022,156213.64,28984.55,186,12
ORD-104003,AlphaSupply Co.,04-05-2023,10-05-2023,08-05-2023,111723.59,64699.13,310,20
ORD-104004,DeltaCargo Pvt.,27-05-2024,07-06-2024,20-06-2024,47318.66,18682.71,669,40
ORD-104005,ThetaTrade GmbH,09-11-2024,19-11-2024,19-11-2024,161256.01,69547.27,396,7
ORD-104006,GammaGoods Inc.,03-10-2022,11-10-2022,22-10-2022,107740.2,41678.23,673,16
ORD-104007,BetaLogistics Ltd.,14-12-2023,23-12-2023,31-12-2023,79838.06,47218.08,886,67
ORD-104008,ThetaTrade GmbH,27-07-2022,04-08-2022,16-08-2022,166525.14,20340.82,368,16
ORD-104009,IotaImports SA,07-05-2022,26-05-2022,06-06-2022,97741.33,29833.83,931,56
ORD-104010,BetaLogistics Ltd.,22-01-2023,04-02-2023,10-02-2023,46240.94,24859.88,536,26
ORD-104011,EpsilonEx Corp.,27-08-2024,15-09-2024,25-09-2024,123460.83,22660.79,813,60
ORD-104012,KappaKargo BV,25-01-2024,14-02-2024,17-02-2024,75849.77,29186.76,106,7
ORD-104013,BetaLogistics Ltd.,20-06-2023,04-07-2023,11-07-2023,184704.74,66824.11,312,7
ORD-104014,BetaLogistics Ltd.,06-11-2022,23-11-2022,06-12-2022,16531.45,8327.14,935,66
ORD-104015,GammaGoods Inc.,05-06-2022,09-06-2022,08-06-2022,213946.77,119623.3,893,21
